,product_url,name_product,rating_product,rating_count_product,quantity_5_star,quantity_4_star,quantity_3_star,quantity_2_star,quantity_1_star,count_cmt,images_video,sold_out,low_price,hight_price,price,inventory,return_7_days,authentic,freeship_x,shopee_guaranteed,company,shop_name,shopee_mall_x,shop_total_review,total_products,response_rate,time_response,years_ex,follower,name,price_dis,price_nondis,freeship_y,rating,rating_count,monthly_sold,store_location,monthly_event,favorite_product,shopee_mall_y,discount_tag,image,ShopDacBiet
0,https://shopee.vn/Mi%E1%BA%BFng-d%C3%A1n-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-may-m%E1%BA%AFn-lung-linh-ph%C3%B9-h%E1%BB%A3p-c%C3%A1c-d%C3%B2ng-m%C3%A1y-i.157579372.6793129121?position=0,"Yêu Thích
Miếng dán điện thoại may mắn, lung linh phù hợp các dòng máy",4.83,673.0,619,12.0,,,,382,313,"16,4k",6700.0,1400.0,,21699,,,,3 Ngày Trả Hàng / Hoàn Tiền,Tổng kho hàng China,hung_pham130217,False,"1,5k",14,97%,trong vài giờ,28 tháng trước,"3,3k","Miếng dán điện thoại may mắn, lung linh phù hợp các dòng máy",1.400,₫1.400 - ₫6.700,True,4.83,616.0,"5,4k/tháng",Lào Cai,False,Yêu thích,False,,https://cf.shopee.vn/file/cd7f36d677941ad531a871a658f86771_tn,False
1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vivo-Y20-(2021)-4GB-64GB-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.69897724.9570657944?position=1,Điện thoại Vivo Y20 (2021) 4GB + 64GB - Hàng chính hãng,4.95,978.0,954,7.0,,,,403,301,"4,9k",,,3990000.0,1711,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,VIVO OFFICIAL STORE,vivo_official_store_vn,True,"6,7k",28,100%,trong vài giờ,3 năm trước,"170,5k",Điện thoại Vivo Y20 (2021) 4GB + 64GB - Hàng chính hãng,3.390.000,₫3.990.000,True,4.95,926.0,"1,8k/tháng",TP. Hồ Chí Minh,True,,True,"15%
GIẢM",https://cf.shopee.vn/file/41694acce229f8102e750ab976683b90_tn,False
2,https://shopee.vn/Apple-iPhone-11-64GB-i.88201679.5600084939?position=2,Apple iPhone 11 64GB,4.83,1184.0,,,,,,,,"3,5k",21990000.0,13990000.0,,0,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,Apple Flagship Store,apple_flagship_store,True,"18,5k",129,99%,trong vài giờ,3 năm trước,"311,3k",Apple iPhone 11 64GB,13.990.000,₫21.990.000,True,4.84,1132.0,"1,1k/tháng",TP. Hồ Chí Minh,True,,True,"36%
GIẢM",https://cf.shopee.vn/file/b107f2e6167adb250100ec4c8d028a57_tn,False
3,https://shopee.vn/-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-100-Nokia-1280-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia1280-Zin-Ch%C3%ADnh-H%C3%A3ng-%C4%90%E1%BB%A7-Ph%E1%BB%A5-Ki%E1%BB%87n-Pin-S%C3%A0i-C%E1%BA%A3-Tu%E1%BA%A7n-i.241243428.12508961420?position=3,"[Hàng Chính Hãng 100%] Nokia 1280, Điện Thoại Nokia1280 Zin Chính Hãng Đủ Phụ Kiện Pin Sài Cả Tuần",4.83,6.0,,,,,,,,767,,,239000.0,19190,,,,3 Ngày Trả Hàng / Hoàn Tiền,dienthoaicodocla,nokiae72zinchinhhang,False,25,29,17%,trong vài giờ,18 tháng trước,"2,6k","[Hàng Chính Hãng 100%] Nokia 1280, Điện Thoại Nokia1280 Zin Chính Hãng Đủ Phụ Kiện Pin Sài Cả Tuần",239.000,₫239.000,False,5.0,4.0,763/tháng,Hưng Yên,False,,False,,https://cf.shopee.vn/file/5d35156b434e236ee552e9eb2ac72429_tn,False
4,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-M12-(3GB-32GB)-H%C3%A3ng-Ph%C3%A2n-Ph%E1%BB%91i-Ch%C3%ADnh-Th%E1%BB%A9c-i.65589552.6685849255?position=4,Điện Thoại Samsung Galaxy M12 (3GB/32GB) - Hãng Phân Phối Chính Thức,4.92,763.0,732,6.0,,,,350,292,"2,6k",,,3490000.0,42,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện Thoại Samsung Galaxy M12 (3GB/32GB) - Hãng Phân Phối Chính Thức,3.490.000,₫3.490.000,True,4.93,715.0,715/tháng,TP. Hồ Chí Minh,True,,True,,https://cf.shopee.vn/file/a277200d45df2ef46c4adafbdb1cd489_tn,False
5,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Mini-L8STAR-BM10-(-Nokia-3310-)-2-sim-2-s%C3%B3ng-si%C3%AAu-nh%E1%BB%8F-%C4%91%E1%BB%95i-gi%E1%BB%8Dng-n%C3%B3i-k%E1%BA%BFt-n%E1%BB%91i-BT-Nghe-Nh%E1%BA%A1c-mp3-i.86608834.2106797077?position=5,"Yêu Thích
Điện thoại Mini - L8STAR BM10 - ( Nokia 3310 ) - 2 sim 2 sóng siêu nhỏ - đổi giọng nói - kết nối BT , Nghe Nhạc mp3",4.81,700.0,,,,,,,,5k,168000.0,42000.0,,47327,,,,3 Ngày Trả Hàng / Hoàn Tiền,Tomeno Store Công nghệ 4.0,tomeno.store,False,"3,6k",270,83%,trong vài giờ,3 năm trước,"2,6k","Điện thoại Mini - L8STAR BM10 - ( Nokia 3310 ) - 2 sim 2 sóng siêu nhỏ - đổi giọng nói - kết nối BT , Nghe Nhạc mp3",42.000,₫42.000 - ₫168.000,True,4.81,688.0,677/tháng,Nam Định,True,Yêu thích,False,"50%
GIẢM",https://cf.shopee.vn/file/d6035604d00f9870279f0c46db93a723_tn,True
6,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-101-Nokia-100-Nokia-105-Zin-Ch%C3%ADnh-H%C3%A3ng-K%C3%A8m-Pin-S%E1%BA%A1c-i.1657913.1236186398?position=6,"Yêu Thích
Điện Thoại Nokia 101,Nokia 100, Nokia 105 Zin Chính Hãng Kèm Pin Sạc",4.65,3078.0,"2,6k",126.0,,,,"1,6k",1k,"9,2k",135000.0,132000.0,,68,,,,3 Ngày Trả Hàng / Hoàn Tiền,hà bắc Store,thuythuy889,False,"22,5k",250,96%,trong vài phút,6 năm trước,43k,"Điện Thoại Nokia 101,Nokia 100, Nokia 105 Zin Chính Hãng Kèm Pin Sạc",133.000,₫133.000 - ₫135.000,True,4.64,2992.0,665/tháng,Hà Nội,True,Yêu thích,False,"47%
GIẢM",https://cf.shopee.vn/file/3a7fe3513b59468fc5d386cc9700ab1b_tn,True
7,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-OPPO-A16-4GB-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.458675969.9272220112?position=7,Điện thoại OPPO A16 4GB - Hàng chính hãng,4.96,334.0,,,,,,,,"1,1k",,,3850000.0,223,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,oppo_authorized_store_vn,oppo_authorized_store_vn,True,547,28,100%,trong vài giờ,4 tháng trước,"141,1k",Điện thoại OPPO A16 4GB - Hàng chính hãng,3.850.000,₫3.990.000,True,4.96,305.0,599/tháng,TP. Hồ Chí Minh,True,,True,"4%
GIẢM",https://cf.shopee.vn/file/d297f2e64bd193ca3f68d1c4b8205a61_tn,False
8,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nghe-G%E1%BB%8Di-Nokia-105-Zin-Ch%C3%ADnh-H%C3%A3ng-BH-12-Th%C3%A1ng-K%C3%A8m-Pin-S%E1%BA%A1c-i.1657913.753117458?position=8,"Yêu Thích
Điện Thoại Nghe Gọi Nokia 105 Zin Chính Hãng BH 12 Tháng Kèm Pin Sạc",4.64,1399.0,"1,2k",59.0,,,,738,427,"4,2k",116000.0,85000.0,,1046,,,,3 Ngày Trả Hàng / Hoàn Tiền,hà bắc Store,thuythuy889,False,"22,5k",250,96%,trong vài phút,6 năm trước,43k,Điện Thoại Nghe Gọi Nokia 105 Zin Chính Hãng BH 12 Tháng Kèm Pin Sạc,85.000,₫85.000 - ₫119.000,True,4.64,1344.0,564/tháng,Hà Nội,True,Yêu thích,False,"24%
GIẢM",https://cf.shopee.vn/file/d0828f31a987d9b1aec969b4c75bbfb1_tn,True
9,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A12-(4GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.8407312736?position=9,Điện Thoại Samsung Galaxy A12 (4GB/128GB) - Hàng Chính Hãng,4.89,353.0,332,3.0,,,,178,157,965,,,3690000.0,51,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện Thoại Samsung Galaxy A12 (4GB/128GB) - Hàng Chính Hãng,3.990.000,₫4.290.000,True,4.9,301.0,534/tháng,TP. Hồ Chí Minh,True,,True,"7%
GIẢM",https://cf.shopee.vn/file/a32f5b85bc709eb6f0bc4265e4d55139_tn,False
10,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A32-(128GB-8GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.9342556615?position=10,Điện Thoại Samsung Galaxy A32 (128GB/8GB) - Hàng Chính Hãng,4.87,332.0,309,6.0,,,,181,144,781,,,7990000.0,30,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện Thoại Samsung Galaxy A32 (128GB/8GB) - Hàng Chính Hãng,7.990.000,₫7.990.000,True,4.9,297.0,490/tháng,TP. Hồ Chí Minh,True,,True,,https://cf.shopee.vn/file/588035fc43e2f775d4ae89569027c0b3_tn,False
11,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-POCO-X3-PRO-6GB-128GB-i.191065034.4982865800?position=12,Điện thoại Xiaomi POCO X3 PRO - 6GB/128GB,4.84,4863.0,"4,4k",76.0,,,,"2,6k","1,6k","10,5k",,,6990000.0,3,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,xiaomivn_official_store,xiaomivn_official_store,True,"19,8k",125,95%,trong vài giờ,24 tháng trước,"125,6k",Điện thoại Xiaomi POCO X3 PRO - 6GB/128GB,5.590.000,₫6.990.000,False,4.84,4792.0,324/tháng,TP. Hồ Chí Minh,True,,False,"20%
GIẢM",https://cf.shopee.vn/file/640d0210cb189339628e29995d85fde5_tn,False
12,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Xiaomi-Redmi-K40-Gaming-Edition-h%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.134747469.8152421023?position=13,"Yêu Thích
Điện Thoại Xiaomi Redmi K40 Gaming Edition - hàng nhập khẩu",4.79,376.0,,,,,,,,701,,,8350000.0,118,,,,3 Ngày Trả Hàng / Hoàn Tiền,Digiphone,digiphone_hn,False,"3,5k",248,90%,trong vài giờ,31 tháng trước,"4,5k",Điện Thoại Xiaomi Redmi K40 Gaming Edition - hàng nhập khẩu,7.949.000,₫7.949.000 - ₫8.350.000,True,4.81,345.0,321/tháng,Hà Nội,True,Yêu thích,False,"19%
GIẢM",https://cf.shopee.vn/file/66174fe5853755e2b62b94b48155fa6d_tn,True
13,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vivo-Y1s-2GB-32GB-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.69897724.4541960822?position=14,Điện thoại Vivo Y1s 2GB + 32GB - Hàng chính hãng,4.98,603.0,93,2.0,,,,215,157,"3,7k",,,2490000.0,54,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,VIVO OFFICIAL STORE,vivo_official_store_vn,True,"6,7k",28,100%,trong vài giờ,3 năm trước,"170,5k",Điện thoại Vivo Y1s 2GB + 32GB - Hàng chính hãng,2.490.000,₫2.690.000,True,4.98,586.0,281/tháng,TP. Hồ Chí Minh,True,,True,"7%
GIẢM",https://cf.shopee.vn/file/3cd3086edd4ab23e51931d490ef8f160_tn,False
14,https://shopee.vn/Tr%C3%A2u-th%E1%BA%A7n-t%C3%A0i-M%C3%A8o-th%E1%BA%A7n-t%C3%A0i-m%E1%BA%A1-v%C3%A0ng-24k-%C4%91%E1%BB%83-v%C3%AD-%E1%BB%91p-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-M%E1%BA%AAU-HOT-2021-i.61629434.3369884056?position=15,"Yêu Thích+
Trâu thần tài - Mèo thần tài mạ vàng 24k để ví, ốp điện thoại MẪU HOT 2021",4.89,586.0,,,,,,,,"5,8k",2500.0,1000.0,,4733,,,,3 Ngày Trả Hàng / Hoàn Tiền,Cường lực Iphone - PKS,xuongsiphukien,False,29k,114,97%,trong vài giờ,4 năm trước,"30,6k","Trâu thần tài - Mèo thần tài mạ vàng 24k để ví, ốp điện thoại MẪU HOT 2021",1.000,₫1.000 - ₫2.500,False,4.89,578.0,271/tháng,Hà Nội,True,,False,"48%
GIẢM",https://cf.shopee.vn/file/1c4e52dbcc6b4db0f4dfb327d0754288_tn,True
15,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-101-Nokia-105-M%C3%A1y-2-Sim-2-S%C3%B3ng-M%C3%A1y-Zin-%C4%90%E1%BB%A7-Ph%E1%BB%A5-Ki%E1%BB%87n-Pin-S%E1%BA%A1c-i.1657913.1605445818?position=16,"Yêu Thích
Điện Thoại Nokia 101, Nokia 105 - Máy 2 Sim 2 Sóng Máy Zin Đủ Phụ Kiện Pin Sạc",4.59,866.0,700,40.0,,,,417,251,"3,1k",135000.0,133000.0,,109,,,,3 Ngày Trả Hàng / Hoàn Tiền,hà bắc Store,thuythuy889,False,"22,5k",250,96%,trong vài phút,6 năm trước,43k,"Điện Thoại Nokia 101, Nokia 105 - Máy 2 Sim 2 Sóng Máy Zin Đủ Phụ Kiện Pin Sạc",133.000,₫133.000 - ₫135.000,True,4.59,835.0,281/tháng,Hà Nội,True,Yêu thích,False,"4%
GIẢM",https://cf.shopee.vn/file/834581faf97605e3839d9b8530880851_tn,True
16,https://shopee.vn/Nokia-e7-zin-ch%C3%ADnh-h%C3%A3ng.-V%E1%BB%8F-zin-i.61623136.2991646388?position=17,Nokia e7 zin chính hãng. Vỏ zin,4.8,5.0,,,,,,,,270,,,1500000.0,4,,,,3 Ngày Trả Hàng / Hoàn Tiền,datdeo09,datdeo09,False,304,20,88%,trong vài giờ,4 năm trước,194,Nokia e7 zin chính hãng. Vỏ zin,1.500.000,₫1.500.000,False,4.8,5.0,270/tháng,Hà Nội,True,,False,,https://cf.shopee.vn/file/79a6d9b6dfa305a3ac787b319aeab02c_tn,False
17,https://shopee.vn/Nokia-8600-zin-ch%C3%ADnh-h%C3%A3ng.-V%E1%BB%8F-zin-theo-m%C3%A1y-i.61623136.6138933143?position=18,Nokia 8600 zin chính hãng. Vỏ zin theo máy,5.0,5.0,,,,,,,,212,,,1380000.0,9,,,,3 Ngày Trả Hàng / Hoàn Tiền,datdeo09,datdeo09,False,304,20,88%,trong vài giờ,4 năm trước,194,Nokia 8600 zin chính hãng. Vỏ zin theo máy,1.380.000,₫1.380.000,True,5.0,5.0,204/tháng,Hà Nội,True,,False,,https://cf.shopee.vn/file/28bc18d3c9b5f681a9cd47616f845690_tn,False
18,https://shopee.vn/-CH%C3%8DNH-H%C3%83NG-Tai-Nghe-OPPO-F3-F5-F7-F9-F11-R11-R15-CH%C3%8DNH-H%C3%83NG-BH-1-%C4%90%E1%BB%94i-1-12-Th%C3%A1ng.-i.234729693.7043145752?position=19,"Yêu Thích+
[ CHÍNH HÃNG ] Tai Nghe OPPO F3,F5,F7,F9,F11,R11,R15 CHÍNH HÃNG BH 1 ĐỔi 1 12 Tháng.",4.92,574.0,,,,,,,,"1,6k",,,50000.0,6210,,,,3 Ngày Trả Hàng / Hoàn Tiền,kho_si_ngoc_anh,kho_si_ngoc_anh,False,"3,8k",46,100%,trong vài giờ,19 tháng trước,"2,8k","[ CHÍNH HÃNG ] Tai Nghe OPPO F3,F5,F7,F9,F11,R11,R15 CHÍNH HÃNG BH 1 ĐỔi 1 12 Tháng.",50.000,₫90.000,True,4.92,545.0,199/tháng,Hà Nội,True,,False,"44%
GIẢM",https://cf.shopee.vn/file/b900c1699eb83d929517509538a5f0d6_tn,True
19,https://shopee.vn/(C%C3%B3-Pin-S%E1%BA%A1c)-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-1280-Zin-Ch%C3%ADnh-H%C3%A3ng-M%C3%A0n-H%C3%ACnh-Zin-Main-Zin-C%C3%B3-Video-i.1657913.938839622?position=20,"Yêu Thích
(Có Pin Sạc) Điện Thoại Nokia 1280 Zin Chính Hãng Màn Hình Zin, Main Zin Có Video",4.68,233.0,198,8.0,,,,118,73,667,,,159000.0,628,,,,3 Ngày Trả Hàng / Hoàn Tiền,hà bắc Store,thuythuy889,False,"22,5k",250,96%,trong vài phút,6 năm trước,43k,"(Có Pin Sạc) Điện Thoại Nokia 1280 Zin Chính Hãng Màn Hình Zin, Main Zin Có Video",159.000,₫280.000,True,4.68,213.0,204/tháng,Hà Nội,True,Yêu thích,False,"43%
GIẢM",https://cf.shopee.vn/file/c185888ed0590817069de9ea66a8b5a2_tn,True
20,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Vsmart-Joy-4-4GB-64GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.193124085.6654044618?position=21,Điện Thoại Vsmart Joy 4 4GB/64GB - Hàng Chính Hãng,4.96,410.0,404,3.0,,,,248,199,650,,,3290000.0,14,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,Điện Thoại Chính Hãng HồngHạnh,dienthoaichinhhanghonghanh,True,"7,2k",138,98%,trong vài giờ,23 tháng trước,"246,6k",Điện Thoại Vsmart Joy 4 4GB/64GB - Hàng Chính Hãng,3.290.000,₫3.590.000,True,4.97,396.0,194/tháng,Bến Tre,True,,False,"8%
GIẢM",https://cf.shopee.vn/file/9b4b117fe5e1b41e8c57d5d6623b788a_tn,False
21,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-LG-V50-ThinQ-3-Camera-b%E1%BA%A3n-H%C3%A0n-Qu%E1%BB%91c-ram-6G-128G-Snap855-Chi%E1%BA%BFn-PUBG-Li%C3%AAn-Q-i.24876825.9076180614?position=22,"Yêu Thích
Điện thoại LG V50 ThinQ 3 Camera bản Hàn Quốc ram 6G/128G /Snap855 - Chiến PUBG/Liên Q",4.9,352.0,329,1.0,,,,245,118,603,4250000.0,3699000.0,,25,,,,3 Ngày Trả Hàng / Hoàn Tiền,thanhbinhmobile.vn,thanhbinhmobile.vn,False,"1,3k",79,100%,trong vài phút,4 năm trước,"5,1k",Điện thoại LG V50 ThinQ 3 Camera bản Hàn Quốc ram 6G/128G /Snap855 - Chiến PUBG/Liên Q,3.699.000,₫3.699.000 - ₫4.250.000,True,4.91,330.0,186/tháng,Hà Nội,True,Yêu thích,False,,https://cf.shopee.vn/file/021ee8a8bc7032676588b13c33f78c7e_tn,False
22,https://shopee.vn/Nokia-3310-Zin-Ch%C3%ADnh-H%C3%A3ng-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-3310-Bin-B%E1%BB%81n-Nghe-G%E1%BB%8Di-To-R%C3%B5-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-TU%C3%82N-H%C6%AFNG-Y%C3%8AN-i.241243428.4850205984?position=23,"Nokia 3310 Zin Chính Hãng, Điện Thoại Nokia 3310 Bin Bền Nghe Gọi To Rõ Bảo Hành 12 Tháng | TUÂN HƯNG YÊN",5.0,3.0,,,,,,,,392,,,450000.0,666,,,,3 Ngày Trả Hàng / Hoàn Tiền,dienthoaicodocla,nokiae72zinchinhhang,False,25,29,17%,trong vài giờ,18 tháng trước,"2,6k","Nokia 3310 Zin Chính Hãng, Điện Thoại Nokia 3310 Bin Bền Nghe Gọi To Rõ Bảo Hành 12 Tháng | TUÂN HƯNG YÊN",450.000,₫450.000,False,5.0,3.0,174/tháng,Hưng Yên,False,,False,,https://cf.shopee.vn/file/f70dadbe2d0a2da0de097f82ffb0ae96_tn,False
23,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Realme-Q3-Pro-6-128-8-128GB-Khang-Nhung-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.39104237.10841317627?position=24,"Yêu Thích
Điện Thoại Realme Q3 Pro 5G chip Dimensity 1100 Pin 4500 - Sạc nhanh 30W Khang Nhung - Hàng nhập khẩu",4.95,96.0,91,0.0,,,,64,35,256,,,6250000.0,121,,,,3 Ngày Trả Hàng / Hoàn Tiền,Kim Nhung Mobile,kimnhungmobile,False,22k,581,86%,trong vài giờ,4 năm trước,"26,4k","Điện Thoại Realme Q3 Pro 6/128, 8/128GB Khang Nhung - Hàng nhập khẩu",6.190.000,₫7.500.000,True,4.95,63.0,164/tháng,Hà Nội,True,Yêu thích,False,"17%
GIẢM",https://cf.shopee.vn/file/7367978e061fae0bac36e6835b36a8f9_tn,True
24,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A71-8GB-128GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.7116610361?position=25,Điện Thoại Samsung Galaxy A71 8GB/128GB - Hàng Chính Hãng,4.89,443.0,,,,,,,,"1,2k",10490000.0,7190000.0,,0,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện Thoại Samsung Galaxy A71 8GB/128GB - Hàng Chính Hãng,7.190.000,₫10.490.000,True,4.89,435.0,155/tháng,TP. Hồ Chí Minh,True,,True,"31%
GIẢM",https://cf.shopee.vn/file/f3a52e683046f2268254eb365cad425b_tn,False
25,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-V15-5G-6-128Gb-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.134747469.9319371211?position=26,"Yêu Thích
Điện thoại Realme V15 5G 6/128Gb - Hàng nhập khẩu",4.82,146.0,,,,,,,,335,,,4850000.0,144,,,,3 Ngày Trả Hàng / Hoàn Tiền,Digiphone,digiphone_hn,False,"3,5k",248,90%,trong vài giờ,31 tháng trước,"4,5k",Điện thoại Realme V15 5G 6/128Gb - Hàng nhập khẩu,4.850.000,₫6.500.000,True,4.79,123.0,153/tháng,Hà Nội,True,Yêu thích,False,"25%
GIẢM",https://cf.shopee.vn/file/c7bcbc5e4d374863ad49d92aab189aa7_tn,True
26,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-C21Y-4GB-i.130961937.13101143285?position=27,Điện thoại Realme C21Y 4GB,5.0,51.0,1,0.0,,,,14,8,176,,,3290000.0,0,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,Realme Official Store,realme_official_storevn,True,"2,9k",57,100%,trong vài giờ,31 tháng trước,"91,8k",Điện thoại Realme C21Y 4GB,3.290.000,₫3.990.000,True,5.0,43.0,162/tháng,TP. Hồ Chí Minh,True,,True,"18%
GIẢM",https://cf.shopee.vn/file/8ad141136c0968001ffd4943455b11f3_tn,False
27,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Mini-nh%E1%BB%8F-g%E1%BB%8Dn-2-sim-k%E1%BA%BFt-n%E1%BB%91i-blutus-i.95642495.1950625875?position=28,"Yêu Thích
Điện thoại Mini nhỏ gọn 2 sim kết nối blutus",4.9,713.0,,,,,,,,"2,5k",168000.0,50000.0,,1613,,,,3 Ngày Trả Hàng / Hoàn Tiền,Hằng Lê Shop 92,mykim20032018,False,"1,1k",71,87%,trong vài giờ,3 năm trước,"4,6k",Điện thoại Mini nhỏ gọn 2 sim kết nối blutus,50.000,₫50.000 - ₫168.000,False,4.9,675.0,152/tháng,TP. Hồ Chí Minh,False,Yêu thích,False,,https://cf.shopee.vn/file/bd442d8975f5b2cbdbabf0bea83c0d39_tn,True
28,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-S20-FE-(8GB-256GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.9980498489?position=29,Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng,4.9,115.0,,,,,,,,227,,,11290000.0,0,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng,15.990.000,₫15.990.000,True,4.91,106.0,147/tháng,TP. Hồ Chí Minh,True,,True,,https://cf.shopee.vn/file/ca05fd8edab5c4cb4de6799406b5d7e5_tn,False
29,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-Note-10-256GB-i.65589552.2632230916?position=30,Điện thoại Samsung Galaxy Note 10+ 256GB,4.86,228.0,,,,,,,,566,,,13499000.0,227,7 ngày miễn phí trả hàng,Hàng chính hãng 100%,Miễn phí vận chuyển,,SAMSUNG OFFICIAL SHOP,samsung_official_store,True,"39,7k",367,99%,trong vài giờ,3 năm trước,"342,2k",Điện thoại Samsung Galaxy Note 10+ 256GB,13.599.000,₫26.990.000,True,4.86,206.0,140/tháng,TP. Hồ Chí Minh,True,,True,"50%
GIẢM",https://cf.shopee.vn/file/e0e8898d08434f4f9b685481e1583646_tn,False
30,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Mini-3310-L8Star-BM10-2-Sim-2-S%C3%B3ng-H%E1%BB%97-Tr%E1%BB%A3-Th%E1%BA%BB-Nh%E1%BB%9B-Full-M%C3%A0u-(-%C4%90en-H%E1%BB%93ng-%C4%90%E1%BB%8F-X%C3%A1m-V%C3%A0ng-)-i.75417885.2111585603?position=31,"Yêu Thích
Điện Thoại Mini 3310 L8Star BM10 2 Sim 2 Sóng Hỗ Trợ Thẻ Nhớ Full Màu ( Đen Hồng Đỏ Xám Vàng )",4.65,65.0,,2.0,,,,41,29,"1,7k",,,168000.0,4355,,,,3 Ngày Trả Hàng / Hoàn Tiền,LongTime Đồng Hồ Thông Minh,annhien_smartwatch,False,"2,5k",263,74%,trong vài giờ,3 năm trước,"3,7k",Điện Thoại Mini 3310 L8Star BM10 2 Sim 2 Sóng Hỗ Trợ Thẻ Nhớ Full Màu ( Đen Hồng Đỏ Xám Vàng ),168.000,₫330.000,True,4.64,64.0,139/tháng,Nam Định,False,Yêu thích,False,"49%
GIẢM",https://cf.shopee.vn/file/9cd9b03a099f9b7dad9142053bcddded_tn,True
